"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Csrnp1",2.74597636496016e-07,0.569889649715672,1,1,0.00669633796359186
"Trim21",3.0084839018597e-07,0.456964045203567,1,1,0.00733648884307505
"Mir205hg",3.2844504637296e-07,-0.479038457266712,1,1,0.008009460900851
"H2-K1",3.68847287802092e-07,1.83530998788672,1,1,0.00899470996034181
"Gm10076",3.86221782424782e-07,-0.614897142678615,1,1,0.00941840438621074
"Bub1",4.0232608492736e-07,0.421227936607612,1,0.75,0.0098111239070386
"Lgals9",4.12584957925048e-07,1.32899766976229,1,1,0.0100612967839602
"Tnfrsf12a",4.14445073487638e-07,1.27236867870982,1,1,0.0101066575620695
"Atp5l",4.16415210728599e-07,-0.577319940026125,1,1,0.0101547013288276
"Parp10",4.2920402338419e-07,0.501208900315858,1,1,0.0104665693142468
"Ifi35",4.34239038356725e-07,1.26878302081056,1,1,0.0105893531893671
"Hist1h2ab",4.86995757808166e-07,0.428451313327797,1,1,0.0118758785499099
"Mcm5",5.24030052643139e-07,0.555449479540628,1,1,0.0127789968637556
"Sftpd",5.40912067640932e-07,0.5764334673592,1,1,0.0131906816814918
"Tap1",5.6736347034634e-07,1.54189694957216,1,1,0.0138357255878658
"Cks1b",5.80647313498403e-07,0.676090570993107,1,1,0.0141596653869721
"S100a13",6.13167861889892e-07,-0.41447084682892,1,1,0.0149527114800469
"Fxyd3",6.34760091859645e-07,-0.307710184614482,1,1,0.0154792596000893
"Mndal",6.42292705106582e-07,1.21101546228455,1,1,0.0156629499067291
"Npdc1",6.60279157125189e-07,-0.486411532729665,1,1,0.0161015675256549
"Hmmr",6.69360263798936e-07,0.991027571962859,1,1,0.0163230193930009
"Kifc1",6.8154873537292e-07,0.361305501792899,1,0.75,0.016620247460804
"Bub1b",7.26985351165396e-07,0.404415851878513,1,1,0.0177282647735194
"Kif22",7.29614102454953e-07,0.453079919089835,1,1,0.0177923695024665
"Acadl",7.48028315946596e-07,0.893923170641571,1,1,0.0182414185126737
"Sprr1a",7.76044013939108e-07,0.942197351743423,1,1,0.0189246093239191
"Herc6",7.94436892545477e-07,1.0902152895582,1,1,0.019373138061614
"PR8-PB1",7.95487800728457e-07,0.549871610848597,1,0,0.0193987655085642
"Micos13",8.08323627816391e-07,-0.361054449950501,1,1,0.0197117799879305
"Polr2k",8.53510174021195e-07,-0.448320601716397,1,1,0.0208136991036809
"Kif15",8.57913748827949e-07,0.426034141054718,1,1,0.0209210846789184
"Fau",8.95643493889005e-07,-0.417343115995718,1,1,0.0218411622419773
"Gm5431",9.19436151707745e-07,0.244166410235334,1,0,0.0224213699955451
"Rps16",9.52989823512589e-07,-0.295744856653957,1,1,0.023239609836178
"Iqgap2",1.01219651080386e-06,0.544746811590445,1,1,0.0246834241124629
"Tent5a",1.02711229817201e-06,1.13370943794894,1,1,0.0250471605032225
"Cox8a",1.02831850257949e-06,-0.516791431645464,1,1,0.0250765750039035
"Phf11b",1.03110003116032e-06,0.80304835720171,1,0.5,0.0251444053598757
"Clec2d",1.05049819945226e-06,0.737820919844192,1,1,0.0256174490918427
"Cox5b",1.07182291909006e-06,-0.467028067800201,1,1,0.0261374737049303
"Ier3ip1",1.1117017315672e-06,-0.422460917035827,1,1,0.0271099584259977
"Hist1h1d",1.1327276641781e-06,0.438035844529168,1,1,0.0276226968186472
"H2-D1",1.15327373765204e-06,1.64036034771008,1,1,0.0281237333663826
"Samhd1",1.17873753392311e-06,1.28880712932591,1,1,0.0287446935022489
"Atp5j2",1.23120519529793e-06,-0.5954211787987,1,1,0.0300241698925352
"Puf60",1.25493518220068e-06,-0.382497075208485,1,1,0.0306028493531458
"Ppdpf",1.27246161306258e-06,-0.479739332422507,1,1,0.031030248896144
"Gbp4",1.3951616160355e-06,0.594039990793773,1,0.25,0.0340224111686418
"Ifi204",1.40091678678939e-06,1.03918533713927,1,1,0.0341627567626462
"Mcm6",1.45452512860936e-06,0.592250400765084,1,1,0.0354700497862679
"Faim",1.45574815884761e-06,-0.423280675046455,1,1,0.0354998746016579
"H2-Aa",1.47179938483184e-06,1.36515586062305,1,1,0.0358912997985092
"Misp",1.55402509475697e-06,0.594877222257476,1,1,0.0378964559607434
"Phlda3",1.56060157880894e-06,0.554539637259376,1,1,0.0380568301008349
"Kif2c",1.58502530706501e-06,0.469459617780116,1,0.75,0.0386524271380873
"Hist1h2ae",1.58953564047976e-06,1.75793752666582,1,1,0.0387624161287395
"Oasl1",1.70573945618678e-06,0.651598667292257,1,0.25,0.0415961623785709
"Sem1",1.81484068734325e-06,-0.597788939265955,1,1,0.0442567050015526
"Klhl24",1.84445430660619e-06,-0.403738523344769,1,1,0.0449788627208984
