"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hk11",1.05667902410604e-85,0.362171386289204,0.288,0.191,2.576817468185e-81,"5","Hk1"
"Cript2",1.91801880064322e-85,0.324338552176919,0.442,0.321,4.67728064724856e-81,"5","Cript"
"Prdm22",2.57268678344049e-85,0.445723354968929,0.328,0.226,6.27375399009798e-81,"5","Prdm2"
"Heca2",2.73636034568405e-85,0.469470947517232,0.279,0.184,6.67288833898512e-81,"5","Heca"
"Lsm13",2.7995745507443e-85,0.481751503494656,0.288,0.192,6.82704249944506e-81,"5","Lsm1"
"Eif3l3",2.97305823645781e-85,0.426619887640788,0.368,0.261,7.25009981542601e-81,"5","Eif3l"
"Denr2",4.85409563933819e-85,0.328265186105709,0.482,0.359,1.18371976260901e-80,"5","Denr"
"Stk112",5.0055776342355e-85,0.427456848912765,0.334,0.23,1.22066016188467e-80,"5","Stk11"
"Smg62",5.87100364983064e-85,0.375148139847915,0.373,0.262,1.4317029500477e-80,"5","Smg6"
"Cdk132",5.88425657612231e-85,0.395406049536621,0.374,0.264,1.43493480865319e-80,"5","Cdk13"
"Med13l2",1.08142038682011e-84,0.376998776456205,0.379,0.268,2.63715175529953e-80,"5","Med13l"
"Pin42",1.27835216552919e-84,0.345007972212049,0.414,0.298,3.11738959085947e-80,"5","Pin4"
"Brd12",1.3331285850397e-84,0.281594408957594,0.455,0.33,3.2509673674778e-80,"5","Brd1"
"Srek12",2.56498615654967e-84,0.347145943212608,0.422,0.305,6.25497524136203e-80,"5","Srek1"
"Pbdc12",3.19143044353547e-84,0.464907466409462,0.303,0.206,7.7826222796056e-80,"5","Pbdc1"
"Srpr2",3.89984660500895e-84,0.253226828555579,0.564,0.427,9.51016593097484e-80,"5","Srpr"
"Gps12",4.30471851205425e-84,0.519441175226639,0.272,0.18,1.04974865634955e-79,"5","Gps1"
"AC149090.14",5.74528276752082e-84,0.253771750026701,0.416,0.295,1.40104465568763e-79,"5","AC149090.1"
"Bcl2l12",6.19741137857792e-84,0.448046993685883,0.263,0.171,1.51130073878001e-79,"5","Bcl2l1"
"Mcrip12",7.07960972477215e-84,0.373351381580336,0.394,0.282,1.72643362748294e-79,"5","Mcrip1"
"Yipf12",1.02536324335835e-83,0.467541396937001,0.327,0.227,2.50045080525368e-79,"5","Yipf1"
"Pir2",1.83778191157773e-83,0.267446096644353,0.256,0.162,4.48161496957346e-79,"5","Pir"
"Tomm222",2.29507611879512e-83,0.278645209487527,0.554,0.42,5.59677262329378e-79,"5","Tomm22"
"Pcnp2",2.9936674291886e-83,0.349990263078866,0.449,0.334,7.30035739281933e-79,"5","Pcnp"
"Nudt32",5.10692770748851e-83,0.443490973943661,0.303,0.205,1.24537539074815e-78,"5","Nudt3"
"Hras2",5.37531149392e-83,0.258260261933956,0.447,0.321,1.31082346090733e-78,"5","Hras"
"Rb1cc12",6.8091713014542e-83,0.274897542572521,0.522,0.394,1.66048451357262e-78,"5","Rb1cc1"
"Zfp280d2",8.35703925317146e-83,0.454493504548994,0.309,0.211,2.03794759227839e-78,"5","Zfp280d"
"3830406C13Rik2",1.50157423838967e-82,0.499373433704664,0.279,0.186,3.66173893773705e-78,"5","3830406C13Rik"
"Mecp22",2.36602252500778e-82,0.4822916081537,0.29,0.195,5.76978252948398e-78,"5","Mecp2"
"Taf13",3.8486037789915e-82,0.458017184037359,0.337,0.237,9.38520517544868e-78,"5","Taf1"
"Chmp52",4.22913455986256e-82,0.286472638525753,0.505,0.378,1.03131675376808e-77,"5","Chmp5"
"Pard33",4.3763709801123e-82,0.445758940333592,0.274,0.181,1.06722182721019e-77,"5","Pard3"
"Fam104a2",5.31651309087134e-82,0.259044563596616,0.511,0.381,1.29648488233988e-77,"5","Fam104a"
"Atp6v1b22",5.3625469975272e-82,0.413134435309255,0.313,0.214,1.30771071081698e-77,"5","Atp6v1b2"
"Rab22a2",8.98010542961635e-82,0.488542710931178,0.282,0.189,2.18988851006624e-77,"5","Rab22a"
"Arl8b2",1.19197732431478e-81,0.434084085140623,0.315,0.216,2.90675590307402e-77,"5","Arl8b"
"Copz12",1.63918864259268e-81,0.437163305809582,0.308,0.211,3.9973254238265e-77,"5","Copz1"
"Nemf2",2.59870922326871e-81,0.382095961208428,0.379,0.271,6.33721231186308e-77,"5","Nemf"
"Cab392",4.00111840507528e-81,0.343572345961046,0.42,0.306,9.75712734261659e-77,"5","Cab39"
"Mpst3",4.81568796371723e-81,0.487505050652731,0.288,0.195,1.17435366683208e-76,"5","Mpst"
"Twsg13",4.92708514900763e-81,0.391927959543426,0.302,0.204,1.201518984437e-76,"5","Twsg1"
"Mrpl112",6.89612645710336e-81,0.42797754806287,0.333,0.232,1.68168939782923e-76,"5","Mrpl11"
"Krit12",9.76560931488091e-81,0.371309087860246,0.338,0.234,2.38144148752686e-76,"5","Krit1"
"Aggf12",1.13327723925577e-80,0.456376126450014,0.301,0.205,2.76360987564913e-76,"5","Aggf1"
"Plxnb23",1.57268086771134e-80,0.348538660666509,0.358,0.251,3.83513956400087e-76,"5","Plxnb2"
"Huwe12",1.91765777056158e-80,0.288064225471675,0.505,0.381,4.67640023929147e-76,"5","Huwe1"
"Azi22",2.33176995043011e-80,0.422419541521379,0.326,0.226,5.68625420111888e-76,"5","Azi2"
"Gon4l2",6.12307452205148e-80,0.461859267757779,0.288,0.195,1.49317295294747e-75,"5","Gon4l"
"Gbf12",1.43219924886078e-79,0.476097362716822,0.292,0.199,3.4925610882719e-75,"5","Gbf1"
"Sart12",1.92114445754802e-79,0.541613013446084,0.254,0.168,4.6849028741766e-75,"5","Sart1"
"Ptpa2",4.41811757270191e-79,0.479465730826233,0.276,0.185,1.07740215127909e-74,"5","Ptpa"
"Ube2h2",4.90828585014612e-79,0.319083856244268,0.405,0.292,1.19693458741663e-74,"5","Ube2h"
"Blmh2",6.64781516381989e-79,0.43086768414582,0.317,0.219,1.62113620584912e-74,"5","Blmh"
"Ptpn22",7.79559234938901e-79,0.456801844383516,0.28,0.188,1.901033150322e-74,"5","Ptpn2"
"Mrpl572",3.75272953646165e-78,0.268190656798118,0.506,0.38,9.15140624761538e-74,"5","Mrpl57"
"Acyp12",4.04326303048035e-78,0.514923506551067,0.255,0.169,9.85990122612939e-74,"5","Acyp1"
"Gatad12",6.35259694691731e-78,0.364834872060672,0.391,0.282,1.54914429147525e-73,"5","Gatad1"
"Fam76a2",1.60326443007931e-77,0.39439914035368,0.338,0.238,3.90972063919141e-73,"5","Fam76a"
"Rab5b2",3.13426086447779e-77,0.480235571628584,0.26,0.172,7.64320854411553e-73,"5","Rab5b"
"Eif4a32",3.61451330366552e-77,0.369888246980158,0.375,0.27,8.81435214231874e-73,"5","Eif4a3"
"Tfg2",4.19882354561533e-77,0.483697833647392,0.285,0.194,1.02392510983375e-72,"5","Tfg"
"Fam133b2",5.21967788237969e-77,0.341545057867729,0.389,0.281,1.27287064839711e-72,"5","Fam133b"
"Arl12",6.48026735780204e-77,0.273573023448051,0.522,0.395,1.5802779978736e-72,"5","Arl1"
"Thap123",6.86154003161961e-77,0.468698937348286,0.29,0.198,1.67325515211076e-72,"5","Thap12"
"Dhrs1",9.26037789748714e-77,0.49318844179932,0.258,0.171,2.25823575408122e-72,"5","Dhrs1"
"Celf12",1.86005681420653e-76,0.302717351416722,0.432,0.317,4.53593454712405e-72,"5","Celf1"
"Faf23",3.49991576656785e-76,0.414866827519993,0.329,0.232,8.53489458835236e-72,"5","Faf2"
"Upf22",5.54133316757051e-76,0.352652403798906,0.364,0.26,1.35130950624374e-71,"5","Upf2"
"Bola32",6.08719409843801e-76,0.344680335322221,0.359,0.254,1.48442315284509e-71,"5","Bola3"
"Trnt12",6.66051684896141e-76,0.480552670432452,0.253,0.167,1.62423363878773e-71,"5","Trnt1"
"Epc22",6.82901376233552e-76,0.374855158103624,0.359,0.257,1.66532329608314e-71,"5","Epc2"
"Acat11",7.34673009400468e-76,0.336934664723253,0.392,0.284,1.79157360072398e-71,"5","Acat1"
"Fam120a2",8.30494705404391e-76,0.377640101050189,0.371,0.267,2.02524438859915e-71,"5","Fam120a"
"Rbm422",1.40201449188847e-75,0.388453404696145,0.363,0.262,3.41895253991922e-71,"5","Rbm42"
"Epc12",1.89114783335419e-75,0.40289241384448,0.305,0.21,4.61175310641753e-71,"5","Epc1"
"Smu12",2.46544985966348e-75,0.427677070569682,0.312,0.217,6.01224602777535e-71,"5","Smu1"
"Nae12",3.39405934697876e-75,0.442416036344599,0.279,0.189,8.27675312354241e-71,"5","Nae1"
"Arid1b2",3.90719837044037e-75,0.466494229955587,0.278,0.189,9.52809394615589e-71,"5","Arid1b"
"Sort12",5.511419783625e-75,0.448994115626594,0.265,0.178,1.34401482843479e-70,"5","Sort1"
"Mrpl92",1.03895310721581e-74,0.47784295283023,0.261,0.175,2.53359104725648e-70,"5","Mrpl9"
"Rbm62",1.15383953119077e-74,0.395431379458085,0.337,0.238,2.81375308076181e-70,"5","Rbm6"
"Ldb12",1.76224114753287e-74,0.420242360022561,0.277,0.187,4.29740126237367e-70,"5","Ldb1"
"Kdm5a2",4.79769850670001e-74,0.30780552072621,0.408,0.297,1.16996675784386e-69,"5","Kdm5a"
"Srsf62",5.40581886373344e-74,0.340910281668531,0.411,0.304,1.31826298811004e-69,"5","Srsf6"
"Pdzd112",6.82883880489473e-74,0.492897514468159,0.266,0.18,1.66528063096163e-69,"5","Pdzd11"
"Rfxap2",1.13650698237408e-73,0.486597097426819,0.253,0.169,2.77148592721743e-69,"5","Rfxap"
"Smn12",3.65721409132565e-73,0.465944581443938,0.259,0.174,8.91848228310673e-69,"5","Smn1"
"Uggt12",3.9700380832369e-73,0.470152172870847,0.277,0.19,9.68133486978151e-69,"5","Uggt1"
"Vps542",1.63171670363027e-72,0.479389347237021,0.267,0.181,3.97910435347277e-68,"5","Vps54"
"Rbm172",4.44779944183036e-72,0.360318611932806,0.359,0.259,1.08464037188475e-67,"5","Rbm17"
"Mkln12",9.61897047096565e-72,0.301097356538233,0.411,0.303,2.34568213904968e-67,"5","Mkln1"
"Pink12",1.28314313030952e-71,0.366060873039539,0.344,0.245,3.1290728375728e-67,"5","Pink1"
"Zmpste242",1.29888294895983e-71,0.376962950108281,0.309,0.216,3.16745595933344e-67,"5","Zmpste24"
"Gm472833",1.37634424241034e-71,0.338947190992289,0.376,0.274,3.35635306954186e-67,"5","Gm47283"
"Bdp12",1.85788159185265e-71,0.377805912798346,0.347,0.249,4.53063004989188e-67,"5","Bdp1"
"Rab1b2",2.62315401892284e-71,0.388765105270035,0.325,0.23,6.39682339054523e-67,"5","Rab1b"
"Tmem1282",7.36972111257265e-71,0.347249199121034,0.349,0.249,1.79718019051197e-66,"5","Tmem128"
"Chchd32",1.10429387934477e-70,0.422060200310599,0.29,0.201,2.69293105417015e-66,"5","Chchd3"
"Lrif11",1.44831300611956e-70,0.4775800369389,0.254,0.172,3.53185609672315e-66,"5","Lrif1"
"Fam241a1",1.90152030600571e-70,0.358873634713363,0.267,0.18,4.63704741822553e-66,"5","Fam241a"
"Erh2",2.17673348608767e-70,0.42465189330109,0.294,0.204,5.30818227917338e-66,"5","Erh"
"Mllt102",2.72967967093368e-70,0.371768995286883,0.344,0.247,6.65659684553887e-66,"5","Mllt10"
"Glg12",1.31849389020997e-69,0.284330215574309,0.448,0.336,3.21527920066604e-65,"5","Glg1"
"Impa12",1.65175727034249e-69,0.376517271880371,0.323,0.229,4.0279752794572e-65,"5","Impa1"
"Ncbp32",3.31308486234874e-69,0.449283017496484,0.269,0.185,8.07928874532364e-65,"5","Ncbp3"
"Gtf3c61",5.8062256220587e-69,0.451798187393749,0.268,0.184,1.41590618019523e-64,"5","Gtf3c6"
"Thoc12",5.85550074331346e-69,0.44224169858386,0.26,0.176,1.42792241126442e-64,"5","Thoc1"
"Ppp2r2a2",9.26679215928853e-69,0.339662929894146,0.37,0.269,2.2597999359641e-64,"5","Ppp2r2a"
"Srgap23",1.00666415211599e-68,0.32557346651154,0.322,0.226,2.45485120135005e-64,"5","Srgap2"
"Arl6ip52",1.72658702732839e-68,0.283982283248248,0.383,0.278,4.210455124843e-64,"5","Arl6ip5"
"Fuca2",2.12058329242975e-68,0.46622183234626,0.252,0.171,5.17125441691918e-64,"5","Fuca2"
"Nsd22",2.32692948971983e-68,0.404225837871093,0.263,0.179,5.67445025363078e-64,"5","Nsd2"
"Zfand32",2.81839993220486e-68,0.412570362846358,0.293,0.205,6.87295007467478e-64,"5","Zfand3"
"Dph3",3.29260922166091e-68,0.308185825647749,0.388,0.285,8.02935684794228e-64,"5","Dph3"
"Pdxdc12",4.59792478575829e-68,0.433671929871622,0.267,0.183,1.12124993825502e-63,"5","Pdxdc1"
"Zmym42",8.68997243597395e-68,0.431367257545082,0.271,0.186,2.11913667823661e-63,"5","Zmym4"
"Slc25a11",8.74721426154336e-68,0.347995122730247,0.349,0.252,2.13309566981996e-63,"5","Slc25a11"
"Snrpc2",2.71833429168174e-67,0.281145486654689,0.421,0.312,6.62893000369509e-63,"5","Snrpc"
"Cltb1",4.71046076567302e-67,0.257208871417893,0.365,0.262,1.14869296231702e-62,"5","Cltb"
"Cct41",6.00915953952959e-67,0.265342428450696,0.501,0.387,1.46539364530969e-62,"5","Cct4"
"Ppp4r3a2",9.71932938816934e-67,0.349954881978929,0.34,0.245,2.37015566459898e-62,"5","Ppp4r3a"
"Aurkaip1",1.1361116031628e-66,0.2631741855898,0.486,0.374,2.7705217554728e-62,"5","Aurkaip1"
"Nudcd32",1.59287300770278e-66,0.336344167686332,0.36,0.262,3.88438011658401e-62,"5","Nudcd3"
"Zcchc92",3.77869077789095e-66,0.432947789865278,0.282,0.197,9.21471533096488e-62,"5","Zcchc9"
"Hypk2",9.20408776450318e-66,0.403140284242685,0.306,0.218,2.24450884225175e-61,"5","Hypk"
"Smarcad12",1.02273839765193e-65,0.39463943934085,0.274,0.189,2.494049856514e-61,"5","Smarcad1"
"Dnttip22",1.34677475066556e-65,0.298997048171716,0.39,0.288,3.28424490697303e-61,"5","Dnttip2"
"Vps13c2",1.61640795566388e-65,0.437855421998532,0.258,0.177,3.94177244068193e-61,"5","Vps13c"
"Wdr332",1.63520379595618e-65,0.302380218422246,0.385,0.283,3.98760797681874e-61,"5","Wdr33"
"Dmxl13",1.98372322455001e-65,0.276275380226531,0.347,0.249,4.83750745538766e-61,"5","Dmxl1"
"Sf3a32",2.33563805698781e-65,0.368987966018534,0.315,0.225,5.69568696577048e-61,"5","Sf3a3"
"Tet31",2.82634359376082e-65,0.321214076376152,0.362,0.265,6.89232148774512e-61,"5","Tet3"
"Ccdc1742",5.09304188811217e-65,0.355257907822581,0.297,0.208,1.24198919483503e-60,"5","Ccdc174"
"Commd83",6.81795272943035e-65,0.360960445671298,0.311,0.221,1.66262595259889e-60,"5","Commd8"
"Slmap2",7.47178534461589e-65,0.393712819685177,0.286,0.201,1.82206957413803e-60,"5","Slmap"
"Dnajc212",1.11896382639957e-64,0.302101826905807,0.376,0.276,2.728705187058e-60,"5","Dnajc21"
"Nbr12",2.17292512842877e-64,0.423893246859751,0.278,0.195,5.2988952181864e-60,"5","Nbr1"
"Rnf202",6.86903583924231e-64,0.335942282037003,0.354,0.259,1.67508307975763e-59,"5","Rnf20"
"Rsf12",8.71577447712933e-64,0.262841855695049,0.427,0.32,2.12542876399276e-59,"5","Rsf1"
"Khsrp2",1.19707633791323e-63,0.440968464900137,0.267,0.185,2.9191903576352e-59,"5","Khsrp"
"Angel22",2.33073634842101e-63,0.390944024700791,0.293,0.208,5.68373365925947e-59,"5","Angel2"
"Snrpa3",3.56970164566127e-63,0.407888277937734,0.294,0.209,8.70507443310958e-59,"5","Snrpa"
"Sf12",7.74965443956191e-63,0.284264588391651,0.386,0.286,1.88983073163157e-58,"5","Sf1"
"Paxbp12",3.6477813564876e-62,0.331473722024945,0.309,0.221,8.89547961593067e-58,"5","Paxbp1"
"Tmed72",4.36784245739091e-62,0.347541670867928,0.338,0.247,1.06514206165935e-57,"5","Tmed7"
"Pcif12",8.92600586955312e-62,0.359229512113562,0.309,0.221,2.17669579134922e-57,"5","Pcif1"
"Pik3ca2",1.06739582481243e-61,0.38339416368766,0.266,0.185,2.60295145838759e-57,"5","Pik3ca"
"Supt61",3.45539505563573e-61,0.335851478373141,0.347,0.255,8.4263263826733e-57,"5","Supt6"
"Arih12",9.54633392665741e-61,0.304465549693043,0.359,0.265,2.32796899135468e-56,"5","Arih1"
"Parp13",1.00197536404396e-60,0.270007628844205,0.315,0.225,2.4434171227576e-56,"5","Parp1"
"Zfp2072",1.31688234276504e-60,0.27466781466096,0.4,0.301,3.21134928106681e-56,"5","Zfp207"
"Tm2d21",1.32899303336815e-60,0.294373940752582,0.38,0.283,3.24088241117157e-56,"5","Tm2d2"
"Tle32",1.74341859578561e-60,0.349995210980907,0.269,0.188,4.2515005876828e-56,"5","Tle3"
"Max2",2.89115918735644e-60,0.36316096115157,0.267,0.186,7.0503807942874e-56,"5","Max"
"Pigyl2",3.13115493489773e-60,0.423418103983793,0.272,0.193,7.6356344242416e-56,"5","Pigyl"
"Baz2a2",7.16144506732065e-60,0.349750370037046,0.308,0.222,1.74638999411681e-55,"5","Baz2a"
"Parl2",8.13099988883406e-60,0.411930090937009,0.269,0.19,1.98282563289107e-55,"5","Parl"
"Mrpl141",1.21823276024413e-59,0.250158312587169,0.46,0.355,2.97078240913134e-55,"5","Mrpl14"
"Prpf62",1.38933714700787e-59,0.374430390313223,0.289,0.206,3.3880375666934e-55,"5","Prpf6"
"Chd63",1.47320813667072e-59,0.257314333744093,0.426,0.324,3.59256536208522e-55,"5","Chd6"
"Pggt1b2",2.31269499073378e-59,0.421196282516389,0.254,0.177,5.63973800440339e-55,"5","Pggt1b"
"Utp3",3.51281683064724e-59,0.273064553497256,0.393,0.295,8.56635512321636e-55,"5","Utp3"
"Zfp3182",3.88608783260764e-59,0.360885317273925,0.255,0.176,9.47661378859699e-55,"5","Zfp318"
"Ei242",8.64006967233841e-59,0.390180276763423,0.283,0.202,2.10696739029645e-54,"5","Ei24"
"Psmd112",1.63251291318314e-58,0.261519639925429,0.453,0.35,3.9810459900884e-54,"5","Psmd11"
"Fam76b2",1.84409612619342e-58,0.340804163438216,0.313,0.227,4.49701281333528e-54,"5","Fam76b"
"Chrac12",2.65402385205687e-58,0.294268249633155,0.387,0.291,6.47210256562589e-54,"5","Chrac1"
"Ttc72",7.3354120926197e-58,0.328391517926874,0.271,0.19,1.78881359290624e-53,"5","Ttc7"
"Mysm12",1.17055061306731e-57,0.296614426293861,0.333,0.244,2.85450472502593e-53,"5","Mysm1"
"Spty2d12",1.22243871397742e-57,0.288771260966106,0.333,0.243,2.98103904790534e-53,"5","Spty2d1"
"Cdipt2",1.2347839946157e-57,0.38319439089135,0.264,0.186,3.01114424926985e-53,"5","Cdipt"
"Akap8l2",1.36880741085843e-57,0.354553666420875,0.296,0.213,3.33797375211938e-53,"5","Akap8l"
"Slirp2",5.35877346919915e-57,0.308294944836086,0.378,0.286,1.30679049819891e-52,"5","Slirp"
"4932438A13Rik2",7.45147446806545e-57,0.282691344914452,0.366,0.273,1.81711656378244e-52,"5","4932438A13Rik"
"Erg282",1.8284534086322e-56,0.384823764509357,0.284,0.204,4.45886648229049e-52,"5","Erg28"
"Ilrun2",9.43691101073199e-56,0.283033825661093,0.362,0.27,2.3012851190771e-51,"5","Ilrun"
"Snrnp2002",1.13754081993439e-55,0.344897870001858,0.31,0.227,2.774007043492e-51,"5","Snrnp200"
"Ppp2r1a2",1.20784192072408e-55,0.323450659361315,0.346,0.259,2.94544330787774e-51,"5","Ppp2r1a"
"Tug12",1.40729610215054e-55,0.374926978480016,0.265,0.188,3.43183227470431e-51,"5","Tug1"
"Cpsf22",1.41054608169781e-55,0.323578625844904,0.304,0.22,3.43975767482827e-51,"5","Cpsf2"
"Washc32",2.56719191733072e-55,0.395224214923718,0.261,0.186,6.26035420960269e-51,"5","Washc3"
"Lmbrd12",5.71049992843826e-55,0.335185892952529,0.291,0.21,1.39256251254895e-50,"5","Lmbrd1"
"Bmp2k3",8.73397020467393e-55,0.254021438579379,0.262,0.182,2.12986597411179e-50,"5","Bmp2k"
"Mocs22",9.99464488043847e-55,0.288216199892005,0.344,0.256,2.43729410054373e-50,"5","Mocs2"
"Rnpep2",1.07042450841127e-54,0.37199396871517,0.284,0.205,2.61033720621172e-50,"5","Rnpep"
"Poldip32",1.5683384400279e-54,0.367719808894382,0.279,0.2,3.82455011985203e-50,"5","Poldip3"
"Clock3",1.83545357573595e-54,0.371752570609251,0.27,0.193,4.47593708978969e-50,"5","Clock"
"Mrpl45",1.93009464879169e-54,0.379909411174189,0.266,0.189,4.70672881054341e-50,"5","Mrpl4"
"Zfp3261",1.99030930688295e-54,0.310121781038112,0.331,0.245,4.85356827576477e-50,"5","Zfp326"
"Setd32",2.05410823454558e-54,0.313023585311623,0.337,0.251,5.00914834076286e-50,"5","Setd3"
"Mob41",3.72682380185834e-54,0.261363924312159,0.393,0.3,9.08823252321174e-50,"5","Mob4"
"Prdx42",1.69209927981932e-53,0.28114037366794,0.308,0.224,4.12635330376739e-49,"5","Prdx4"
"Oard12",5.29775526434149e-53,0.358807472666716,0.278,0.201,1.29191059876232e-48,"5","Oard1"
"Slc35b13",7.87144344838369e-53,0.342256550030422,0.317,0.235,1.91953019932285e-48,"5","Slc35b1"
"Usp192",2.24446054111503e-52,0.382038274134395,0.267,0.192,5.47334147556311e-48,"5","Usp19"
"Hsd17b42",2.93429500728987e-52,0.358820807576727,0.274,0.198,7.15557180477708e-48,"5","Hsd17b4"
"Nop14",7.0580694470073e-52,0.389113629683776,0.251,0.179,1.7211808153472e-47,"5","Nop14"
"Mrps172",8.27366499496858e-52,0.300009084558496,0.335,0.25,2.01761594567304e-47,"5","Mrps17"
"Brd31",3.86319422393868e-51,0.258954419169722,0.356,0.268,9.42078543449687e-47,"5","Brd3"
"Ing41",7.85074477277648e-51,0.362642239985198,0.251,0.179,1.91448262028927e-46,"5","Ing4"
"Glrx22",1.15552411357678e-50,0.284673143685303,0.336,0.252,2.81786110336834e-46,"5","Glrx2"
"Mga2",1.4039500113704e-50,0.293896514858907,0.317,0.235,3.42367249772785e-46,"5","Mga"
"Aqr2",1.47946280936429e-50,0.360179226374836,0.262,0.189,3.60781800691575e-46,"5","Aqr"
"Vps412",2.86615160951076e-50,0.393962736810985,0.25,0.179,6.98939731495295e-46,"5","Vps41"
"Mmadhc1",9.15308099681994e-50,0.408789803394935,0.251,0.181,2.23207033188451e-45,"5","Mmadhc"
"Otub11",1.07968301512179e-49,0.333643846506229,0.304,0.226,2.63291500067599e-45,"5","Otub1"
"Arl2bp2",1.47284407804747e-49,0.328202136486558,0.264,0.19,3.59167756872656e-45,"5","Arl2bp"
"Ppa22",1.59308749856072e-49,0.353357373920346,0.275,0.201,3.88490317399018e-45,"5","Ppa2"
"Wdr45b2",2.54025854110468e-49,0.357064989579954,0.279,0.205,6.19467447833787e-45,"5","Wdr45b"
"Cdc732",3.47253467765165e-49,0.341650170586171,0.286,0.211,8.46812306492131e-45,"5","Cdc73"
"Washc23",3.80407854229848e-49,0.291388976946851,0.286,0.209,9.27662593324907e-45,"5","Washc2"
"Rif13",4.71932533853095e-49,0.269169710446823,0.327,0.243,1.15085467705416e-44,"5","Rif1"
"Wdr612",8.89896919765239e-48,0.29072086974183,0.344,0.262,2.17010262853951e-43,"5","Wdr61"
"Ahsa12",1.00388319991521e-47,0.332608745910561,0.273,0.199,2.44806957131322e-43,"5","Ahsa1"
"Csnk1g32",1.4189013329317e-47,0.250506901257723,0.284,0.206,3.46013279048723e-43,"5","Csnk1g3"
"Raf12",3.70886411588612e-47,0.315973567542695,0.276,0.202,9.04443603299988e-43,"5","Raf1"
"Csnk2a22",1.15943278266436e-46,0.337509373652547,0.271,0.199,2.82739278380531e-42,"5","Csnk2a2"
"Med302",2.98671637634478e-46,0.318015198821535,0.299,0.224,7.28340655535438e-42,"5","Med30"
"Snx92",5.37434521139422e-46,0.32011610779529,0.261,0.19,1.3105878232506e-41,"5","Snx9"
"Clk41",7.5514288540782e-46,0.251433130265562,0.311,0.232,1.84149144035551e-41,"5","Clk4"
"Naa383",5.9787003736832e-45,0.257831116799494,0.372,0.288,1.45796587312639e-40,"5","Naa38"
"Elavl11",1.7847537690444e-44,0.286157119209338,0.316,0.239,4.35230054119167e-40,"5","Elavl1"
"Dram22",3.54798566821181e-44,0.321917910750217,0.256,0.187,8.65211785050132e-40,"5","Dram2"
"Pds5a2",5.07297037718488e-44,0.258199011586804,0.329,0.251,1.2370945561803e-39,"5","Pds5a"
"Ssna11",5.29774288788364e-44,0.251641268639654,0.329,0.25,1.2919075806393e-39,"5","Ssna1"
"Cnot62",1.18621265647319e-43,0.262643939690988,0.306,0.23,2.89269818407551e-39,"5","Cnot6"
"Ccdc1862",1.82962391601989e-43,0.291551824279275,0.306,0.232,4.46172088160611e-39,"5","Ccdc186"
"Mob1b2",9.35383895123074e-43,0.301750513148875,0.28,0.209,2.28102716664713e-38,"5","Mob1b"
