"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Srrm2",1.76453995909449e-18,-0.210492984488178,1,1,4.30300714424782e-14
"Rd3",2.13507632143682e-18,-0.326624809934722,1,1,5.20659711745582e-14
"Eif4a1",2.34515985561563e-18,-0.542136300383065,1,1,5.71890682390427e-14
"Map1lc3a",2.50018848433687e-18,-0.270806122142623,1,1,6.09695963790388e-14
"Park7",2.580253888991e-18,-0.390300826899295,1,1,6.29220713369345e-14
"Tmem258",2.86585420405832e-18,-0.586825061661777,1,1,6.98867206201661e-14
"Eif2s2",3.13864744439885e-18,-0.338701054756853,1,1,7.65390565791102e-14
"Grcc10",3.14488253935304e-18,-0.450381891617463,1,1,7.66911056046631e-14
"Psmb1",3.31571105419559e-18,-0.435187262920176,1,1,8.08569297676137e-14
"Col1a2",4.10633292659449e-18,1.27497851639209,1,0.25,1.00137034747933e-13
"Rer1",4.37075029232052e-18,-0.512340378960549,1,1,1.06585116628528e-13
"Tmed10",5.81168512355596e-18,-0.310916320277347,1,1,1.41723753423036e-13
"Nsg1",6.10749011580201e-18,-0.213082060653495,1,1,1.48937253963948e-13
"Rnf7",6.67382104270302e-18,-0.38114632014765,1,1,1.62747799947356e-13
"BC031181",6.75194340927018e-18,-0.329082886435589,1,1,1.64652891978463e-13
"Ftl1",9.2146129336206e-18,-0.402626529300232,1,1,2.24707550999272e-13
"Srp14",9.86707051900455e-18,-0.361131169218222,1,1,2.40618381676445e-13
"Pdia3",1.00160480995433e-17,-0.347761333820279,1,1,2.44251348955463e-13
"Tax1bp1",1.20643309881941e-17,-0.21434016573479,1,1,2.94200775478101e-13
"Aplp1",1.95720375697433e-17,-0.221217195754706,1,1,4.7728370817576e-13
"Cmpk1",2.06074524704371e-17,-0.403387685424685,1,1,5.0253333594408e-13
